embedding_type,n_samples,bootstrap_iters,tau,spectral_gap,neighborhood_purity,silhouette,trustworthiness,id_raw,id_diff,progression,model,tau_ci_lower,tau_ci_upper,spectral_gap_ci_lower,spectral_gap_ci_upper,neighborhood_purity_ci_lower,neighborhood_purity_ci_upper,silhouette_ci_lower,silhouette_ci_upper,trustworthiness_ci_lower,trustworthiness_ci_upper,id_raw_ci_lower,id_raw_ci_upper,id_diff_ci_lower,id_diff_ci_upper
patch_mean_1.0,4000,0,0.7194369050550383,0.035385787,0.6526164851114472,0.06644416233059608,0.9649531626506024,16.74761912381022,4.665222336556435,CRC-Conventional,gigapath,,,,,,,,,,,,,,
cls_0.125,4000,0,0.23940024446130231,0.034612775,0.39739187774394086,-0.0606195406863733,0.9853443273092369,15.535074070690394,4.022778261972047,CRC-Conventional,gigapath,,,,,,,,,,,,,,
cls_0.375,4000,0,0.39106674186765844,0.0040266514,0.4882166058502673,-0.005111041321020797,0.97943468875502,13.200729464266253,4.350322922147021,CRC-Conventional,gigapath,,,,,,,,,,,,,,
cls_0.625,4000,0,0.612212192483914,0.013483524,0.5982687231841073,0.032752232473644,0.9787902108433735,14.60503033241893,4.887228266262206,CRC-Conventional,gigapath,,,,,,,,,,,,,,
cls_0.875,4000,0,0.7376666110316699,0.010740042,0.6731434063486667,0.04847689027521645,0.9721359437751004,16.202367697447933,4.422207936950189,CRC-Conventional,gigapath,,,,,,,,,,,,,,
cls_1.0,4000,0,0.7340341446291541,0.017805278,0.6748227242319809,0.04177139449805018,0.9697745481927711,16.878057432603903,4.425580611996485,CRC-Conventional,gigapath,,,,,,,,,,,,,,
final_embedding,4000,100,0.7363929153435631,0.029380858,0.6771284252874107,0.05233001626196859,0.9730637550200804,16.81800775611478,4.58739424100511,CRC-Conventional,gigapath,0.6584031384892721,0.7485978122548792,0.018222953379154205,0.049833291769027704,0.6719743361521918,0.6886024077852251,0.046057815280747656,0.05606736311438761,0.9707547427208836,0.977520953815261,15.68570986772343,17.78197382771498,0.6517945250925746,0.7574116134924561
patch_mean_0.125,4000,0,0.248633776950847,0.043097436,0.3988847420558085,-0.03417958108540112,0.9877989959839357,11.502993431206677,3.918107482727782,CRC-Conventional,musk,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.38515809782920857,0.04537815,0.5138789407211587,0.03569692349503804,0.9768799698795181,18.311313279829854,5.223952460337231,CRC-Conventional,musk,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.5413329708660558,0.031870604,0.5529777925883469,0.050854750797764706,0.9615362951807229,18.609654643455517,5.15757989838388,CRC-Conventional,musk,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.009152145856397696,0.01749307,0.4821643960773403,-0.07795949545590343,0.9687801706827309,18.823046268867692,3.366116489148568,CRC-Conventional,musk,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.07438890601137305,0.026224911,0.5117433700573055,-0.015310839373441004,0.9741520582329317,18.43597403978548,4.29807361500549,CRC-Conventional,musk,,,,,,,,,,,,,,
cls_0.125,4000,0,0.31098818393303923,0.013743937,0.4038813308852454,-0.033000836760233375,0.9898074297188755,13.004464125309203,4.317563145768139,CRC-Conventional,musk,,,,,,,,,,,,,,
cls_0.375,4000,0,0.3815749028063773,0.06586021,0.4220655083308778,0.00681261282612787,0.9671529618473895,23.188199482470193,6.140176872739724,CRC-Conventional,musk,,,,,,,,,,,,,,
cls_0.625,4000,0,0.10351192448076096,0.030623078,0.3864837278610447,0.0026568265014740924,0.9783279116465864,20.618923300558095,6.424307230650696,CRC-Conventional,musk,,,,,,,,,,,,,,
cls_0.875,4000,0,0.6720551042543906,0.03741753,0.6047111397059818,0.06634183612391481,0.9680551204819277,18.613401806033664,5.437871421816181,CRC-Conventional,musk,,,,,,,,,,,,,,
cls_1.0,4000,0,0.6785487551300978,0.03890282,0.6128085969596423,0.07108011428165088,0.969099748995984,17.460924933093867,5.228982771714315,CRC-Conventional,musk,,,,,,,,,,,,,,
final_embedding,4000,100,0.6759734509963733,0.047778904,0.6094633235673081,0.061808742609968235,0.9694813253012048,17.555287392610673,5.503274027030968,CRC-Conventional,musk,0.5612055397805541,0.7101407424648251,0.024209202826023103,0.05965935736894606,0.6053147836991999,0.6222043875165392,0.05566602446275772,0.06788805964245576,0.9700196749497991,0.9748338930722892,16.396516662066446,18.209028583809424,0.5976824278603291,0.6868620514787112
patch_mean_0.125,4000,0,0.24917414674168525,0.022290468,0.3986025339744583,-0.03525136786348871,0.9897442771084337,10.535541427202407,3.869625888694965,CRC-Conventional,dinov2,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.2969227689990764,0.06948489,0.44822858215663,0.009853475855826811,0.9801302710843374,13.298230173954893,5.227731175729487,CRC-Conventional,dinov2,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.4156301241514008,0.044753432,0.5329679941706851,0.04107258256237963,0.9564272590361446,22.73854784959691,5.387086764284255,CRC-Conventional,dinov2,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.5309844388849612,0.034525096,0.5430887222677876,0.05787251833801597,0.9605960341365462,25.567048283025112,5.568146243945669,CRC-Conventional,dinov2,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.5211855466880477,0.02586639,0.5277270798948073,0.06999041809317591,0.9594327309236947,23.25962664058979,4.807104147824384,CRC-Conventional,dinov2,,,,,,,,,,,,,,
cls_0.125,4000,0,0.3181046269366464,0.021799743,0.41542474554960246,-0.035303432127455854,0.9918467369477911,8.30275491482499,3.732993274307301,CRC-Conventional,dinov2,,,,,,,,,,,,,,
cls_0.375,4000,0,0.29080236116200586,0.0505386,0.47236929526742144,-0.019803270863910934,0.9831588353413655,14.564609347727023,4.118702648828818,CRC-Conventional,dinov2,,,,,,,,,,,,,,
cls_0.625,4000,0,0.5685102246799449,0.068872154,0.5420508077141687,0.05422480845641848,0.9652377008032128,19.754510774950724,5.3723280699043885,CRC-Conventional,dinov2,,,,,,,,,,,,,,
cls_0.875,4000,0,0.6181388182533579,0.07487744,0.5424969013187171,0.05953540294504481,0.9593667670682731,23.150904401078044,5.2905566614490045,CRC-Conventional,dinov2,,,,,,,,,,,,,,
cls_1.0,4000,0,0.5125452055634745,0.05692357,0.5335385999684601,0.06003581871638831,0.9620890060240964,22.82066293831956,5.716685243809593,CRC-Conventional,dinov2,,,,,,,,,,,,,,
register_mean_0.125,4000,0,0.21105916576388378,0.028576016,0.35276333967736684,-0.07844378270194415,0.9904668172690763,8.152472420673742,3.361909671886245,CRC-Conventional,dinov2,,,,,,,,,,,,,,
register_mean_0.375,4000,0,0.27676637621075567,0.062139273,0.4142634113402172,-0.037781774503001596,0.9824721887550201,13.379215327073846,4.277446113528772,CRC-Conventional,dinov2,,,,,,,,,,,,,,
register_mean_0.625,4000,0,0.5187054053304048,0.0707795,0.5381758668638816,0.05033452246799066,0.9615590863453816,21.753061266548848,5.437908068044102,CRC-Conventional,dinov2,,,,,,,,,,,,,,
register_mean_0.875,4000,0,0.5796767087584274,0.02813232,0.5343068898105734,0.058336898831422686,0.9563547690763052,25.83479252271268,5.268326084058904,CRC-Conventional,dinov2,,,,,,,,,,,,,,
register_mean_1.0,4000,0,0.5361854275864475,0.017912269,0.5184283280730078,0.05672463146703879,0.9605220381526104,24.396685717928555,4.920584627731337,CRC-Conventional,dinov2,,,,,,,,,,,,,,
final_embedding,4000,100,0.5165814687709507,0.05600995,0.5346228168304249,0.06232935710597508,0.9630746987951807,23.37477593200365,5.405053838721362,CRC-Conventional,dinov2,0.39914881474312003,0.5888413106883769,0.04476955533027649,0.0640588730573654,0.5299424402510527,0.5462467303057328,0.05082585820162989,0.07089204222837178,0.9629942018072289,0.9692890198293173,22.394635989520737,24.83298412044479,0.6075417259206216,0.6857460942723247
patch_mean_0.125,3000,0,0.4655998660750413,0.048924625,0.6236952404181504,0.06964814227673517,0.9873539156626506,15.967967671528108,4.601102174127481,CRC-Serrated,virchow2,,,,,,,,,,,,,,
patch_mean_0.375,3000,0,0.6174407389367612,0.066297114,0.7185248415161636,0.1400341591803149,0.9751063755020081,13.575847645326908,4.290103138930975,CRC-Serrated,virchow2,,,,,,,,,,,,,,
patch_mean_0.625,3000,0,0.7442948289354016,0.0767079,0.8671339300602465,0.23699064018915852,0.9704370983935743,15.085770349755473,3.91926620308893,CRC-Serrated,virchow2,,,,,,,,,,,,,,
patch_mean_0.875,3000,0,0.782057645067706,0.02799493,0.9016930454561066,0.33813604546576587,0.9817991465863454,12.834369349436518,3.6490293280448456,CRC-Serrated,virchow2,,,,,,,,,,,,,,
patch_mean_1.0,3000,0,0.7622618371288683,0.016662896,0.8541721697423484,0.27213823698057216,0.9885956325301205,10.648247015534341,3.513436294176928,CRC-Serrated,virchow2,,,,,,,,,,,,,,
cls_0.125,3000,0,0.37453170973414784,0.060743272,0.6302948239162915,0.06582684428394275,0.9833948293172691,16.487965321338923,4.081235675669632,CRC-Serrated,virchow2,,,,,,,,,,,,,,
cls_0.375,3000,0,0.5089516294662774,0.07130289,0.685084051769799,0.10487330326979853,0.9834982429718876,11.155476036276918,4.648136642962133,CRC-Serrated,virchow2,,,,,,,,,,,,,,
cls_0.625,3000,0,0.6734573866260586,0.07776934,0.8197952590443023,0.14331192496637662,0.9736284136546185,13.482559814099153,4.320808815446624,CRC-Serrated,virchow2,,,,,,,,,,,,,,
cls_0.875,3000,0,0.8003774406228001,0.037330925,0.9156902807732726,0.2849185102437882,0.9771097891566265,16.10399142971158,3.650605401769167,CRC-Serrated,virchow2,,,,,,,,,,,,,,
cls_1.0,3000,0,0.7963704072254955,0.025646985,0.9151733352117382,0.3363511404481305,0.9807021586345381,14.010955025570729,3.6006119309857016,CRC-Serrated,virchow2,,,,,,,,,,,,,,
register_mean_0.125,3000,0,0.41413567346464136,0.055868626,0.6455088160390156,0.09224234192025486,0.9875102409638554,21.220561074293734,4.097002440972687,CRC-Serrated,virchow2,,,,,,,,,,,,,,
register_mean_0.375,3000,0,0.6002080169625947,0.07533789,0.7101325886147924,0.11413639529532849,0.981253062248996,16.481897903492477,4.522718880285915,CRC-Serrated,virchow2,,,,,,,,,,,,,,
register_mean_0.625,3000,0,0.6777114985593883,0.0746395,0.8459586225200955,0.21214399126283603,0.9703970883534137,16.044782527276883,4.017498008158382,CRC-Serrated,virchow2,,,,,,,,,,,,,,
register_mean_0.875,3000,0,0.7696866616165509,0.020402431,0.8935630115375144,0.2564611320388772,0.9842832831325301,12.787021554245294,3.2763567153676396,CRC-Serrated,virchow2,,,,,,,,,,,,,,
register_mean_1.0,3000,0,0.7485718065842675,0.0149181485,0.8661291648070396,0.2446824531335608,0.987325953815261,10.71778331548738,3.0900284767607946,CRC-Serrated,virchow2,,,,,,,,,,,,,,
final_embedding,3000,100,0.7929737596247732,0.027454257,0.9157584341031763,0.33859301351487764,0.979875953815261,14.190786517435788,3.383290151433408,CRC-Serrated,virchow2,0.7865893991331814,0.7989573846711433,0.02269008308649063,0.02954793274402618,0.9064894312787993,0.9254970317152157,0.3242137721240641,0.35053684062388313,0.97967921812249,0.9839706400602409,12.529290302648333,14.177037967414034,0.6169223345521267,0.7153546267909836
patch_mean_0.125,3000,0,0.32036555173788717,0.027747393,0.5884900320388571,0.030695966173277925,0.9887388554216867,12.35479117111968,4.103487644569608,CRC-Serrated,uni2,,,,,,,,,,,,,,
patch_mean_0.375,3000,0,0.570032488725044,0.05472946,0.7017686058696699,0.1330165288950165,0.9738821787148595,15.571125681941183,4.4141168173748095,CRC-Serrated,uni2,,,,,,,,,,,,,,
patch_mean_0.625,3000,0,0.7221635384053543,0.07478988,0.8579437712421443,0.24208206394143206,0.9681765562248996,17.338986662628205,4.02782067989478,CRC-Serrated,uni2,,,,,,,,,,,,,,
patch_mean_0.875,3000,0,0.7889439494724175,0.051680207,0.8987044225112697,0.3426705688809477,0.9806876506024096,17.085684807925638,3.765944657706275,CRC-Serrated,uni2,,,,,,,,,,,,,,
patch_mean_1.0,3000,0,0.78609390135737,0.0491879,0.8966963125425101,0.36219221767165377,0.9818253012048193,16.55781749078759,3.848928899525833,CRC-Serrated,uni2,,,,,,,,,,,,,,
cls_0.125,3000,0,0.2640249730784937,0.030318141,0.5404577201510316,0.020247786944958233,0.990407329317269,11.077620274296956,3.5812407040689527,CRC-Serrated,uni2,,,,,,,,,,,,,,
cls_0.375,3000,0,0.47369705148384783,0.051873803,0.6980137407997244,0.08482079339603281,0.9808514558232931,15.510419919195,4.480016055445253,CRC-Serrated,uni2,,,,,,,,,,,,,,
cls_0.625,3000,0,0.6350457066342383,0.045633316,0.7769641073302346,0.08837015458131316,0.9753068273092369,15.689381755737053,4.516309539488636,CRC-Serrated,uni2,,,,,,,,,,,,,,
cls_0.875,3000,0,0.7871653234567804,0.045918882,0.9050143240393849,0.23227281578433384,0.973456827309237,16.07673817119163,3.754680799539398,CRC-Serrated,uni2,,,,,,,,,,,,,,
cls_1.0,3000,0,0.7887464120272866,0.033315063,0.9118161714829922,0.26877972984136217,0.964104016064257,20.64366101436927,3.603369944108348,CRC-Serrated,uni2,,,,,,,,,,,,,,
register_mean_0.125,3000,0,0.27520769961902203,0.026218176,0.5369065210076545,0.0173826560479196,0.9910892570281125,10.894519080131822,3.7442539863516697,CRC-Serrated,uni2,,,,,,,,,,,,,,
register_mean_0.375,3000,0,0.5621764821729646,0.058285177,0.7029610719034863,0.10062172979724007,0.9811015060240964,19.97009146628433,4.688652361252181,CRC-Serrated,uni2,,,,,,,,,,,,,,
register_mean_0.625,3000,0,0.7239563193877518,0.07494658,0.8311693080170902,0.14176891751734735,0.9668560742971888,19.123712034749833,4.7234770191735365,CRC-Serrated,uni2,,,,,,,,,,,,,,
register_mean_0.875,3000,0,0.7955978726934512,0.038859487,0.9050168476712185,0.31184228996154684,0.9791243473895582,18.63746774412879,3.94286582446982,CRC-Serrated,uni2,,,,,,,,,,,,,,
register_mean_1.0,3000,0,0.7936798746974029,0.030817866,0.9102124467044787,0.39454726083334973,0.9794939759036144,16.9951479625184,3.9285121969350465,CRC-Serrated,uni2,,,,,,,,,,,,,,
final_embedding,3000,100,0.7880604404849562,0.033269346,0.9056845425948505,0.2289631064609166,0.9707213353413655,20.645253466314966,3.9249761314862237,CRC-Serrated,uni2,0.7745159644771019,0.7919125943559433,0.027333100140094758,0.036750182509422295,0.8970056440639859,0.9173471891606056,0.21698102703899472,0.24319500886068915,0.971361828564257,0.9772125514558233,19.11797820488978,21.477159254247677,0.6392380794123859,0.7210272703792602
patch_mean_0.125,3000,0,0.4830028532852819,0.03813511,0.6629097226965067,0.08253971141400557,0.980625702811245,13.668114651402185,4.476994915351183,CRC-Serrated,conch,,,,,,,,,,,,,,
patch_mean_0.375,3000,0,0.5726789230874596,0.040253162,0.7030750708006355,0.12584397426065622,0.9733892068273092,14.016532648931516,4.44891501028027,CRC-Serrated,conch,,,,,,,,,,,,,,
patch_mean_0.625,3000,0,0.7639713215760984,0.08692843,0.8569100612498942,0.22458564612867304,0.9753743975903615,20.83292263908045,4.261332898694084,CRC-Serrated,conch,,,,,,,,,,,,,,
patch_mean_0.875,3000,0,0.7368537536937083,0.09725833,0.8728519238693049,0.23745171530064063,0.9742317269076305,20.24790158769068,4.198574051526255,CRC-Serrated,conch,,,,,,,,,,,,,,
patch_mean_1.0,3000,0,0.750166418032018,0.09872633,0.8757637463087632,0.2414372768083187,0.9707676204819277,19.786084836814684,4.309726413840937,CRC-Serrated,conch,,,,,,,,,,,,,,
cls_0.125,3000,0,0.4773049347423807,0.062472045,0.6703813819817391,0.09363673390567492,0.9847236445783133,12.731526042667094,4.279935134674548,CRC-Serrated,conch,,,,,,,,,,,,,,
cls_0.375,3000,0,0.5429077614593298,0.0716601,0.6893550600604342,0.09352001254190254,0.9827010542168675,13.493696647734936,4.600975258630578,CRC-Serrated,conch,,,,,,,,,,,,,,
cls_0.625,3000,0,0.6901607918252511,0.08784914,0.8185694157225549,0.1404879723015083,0.9681768072289156,19.858034852376374,4.735742963353055,CRC-Serrated,conch,,,,,,,,,,,,,,
cls_0.875,3000,0,0.7424163840379631,0.09408307,0.8481294954816949,0.13030007332419957,0.9649462851405622,21.12955347459469,4.477541425081218,CRC-Serrated,conch,,,,,,,,,,,,,,
cls_1.0,3000,0,0.7272963471214322,0.10132778,0.8560523105033208,0.1251991358055226,0.9691227911646586,21.484965371636516,4.762753366739653,CRC-Serrated,conch,,,,,,,,,,,,,,
final_embedding,3000,100,0.6415586246094653,0.09261215,0.8325046679187179,0.19457720811100687,0.9738296184738956,16.73635329079209,4.818333827749086,CRC-Serrated,conch,0.6151675064026558,0.6900795143059388,0.083162821829319,0.09624496698379516,0.8275843825253595,0.8443710184118777,0.19154014106551404,0.2099436215526254,0.9754283985943776,0.9797578802710843,15.604457836511605,17.448181554475084,0.5534403970840718,0.6225899071351487
patch_mean_0.125,3000,0,0.29147417573610246,0.036381185,0.6154139291194083,0.02713603790651127,0.9839206827309237,16.414480937275062,3.841771796456384,CRC-Serrated,gigapath,,,,,,,,,,,,,,
patch_mean_0.375,3000,0,0.5240402796111756,0.04651892,0.7123900000428162,0.07961591846572535,0.9716300702811245,14.004180518272204,4.076648527135878,CRC-Serrated,gigapath,,,,,,,,,,,,,,
patch_mean_0.625,3000,0,0.7325549172729593,0.0832454,0.8389554627141791,0.1401513325272274,0.9651329317269076,14.755735220610775,4.355391772910112,CRC-Serrated,gigapath,,,,,,,,,,,,,,
patch_mean_0.875,3000,0,0.7959909384398851,0.062091827,0.8990992517268968,0.2285838271392462,0.9719751004016064,15.943807425229256,4.145158259426017,CRC-Serrated,gigapath,,,,,,,,,,,,,,
patch_mean_1.0,3000,0,0.7946440457025127,0.06613886,0.9043615950969405,0.2570202529105668,0.9746282630522088,16.260568295411094,4.245726149171542,CRC-Serrated,gigapath,,,,,,,,,,,,,,
cls_0.125,3000,0,0.34748265709842263,0.054763615,0.6459780233307258,0.05154057406642651,0.985639156626506,17.895106790513495,4.281200010354137,CRC-Serrated,gigapath,,,,,,,,,,,,,,
cls_0.375,3000,0,0.6422908719284222,0.05367881,0.7337893560124826,0.11022389431411432,0.980937751004016,14.051106651904577,4.292367271649888,CRC-Serrated,gigapath,,,,,,,,,,,,,,
cls_0.625,3000,0,0.7603804844231213,0.06988919,0.8162117890946544,0.12570403711085687,0.9717189759036144,15.4254567082712,4.570928493612203,CRC-Serrated,gigapath,,,,,,,,,,,,,,
cls_0.875,3000,0,0.7936297878919427,0.050655603,0.909597690016274,0.18037425405289298,0.9718209337349397,16.540806060896713,3.828709674850351,CRC-Serrated,gigapath,,,,,,,,,,,,,,
cls_1.0,3000,0,0.7886892477320924,0.04137504,0.9137652565904152,0.15330017495746934,0.9707685742971888,17.602536520141612,3.6598572128974283,CRC-Serrated,gigapath,,,,,,,,,,,,,,
final_embedding,3000,100,0.7924941240203114,0.05216962,0.9168216845399961,0.15504466228744984,0.9754011044176707,16.977332671886515,3.883930836915099,CRC-Serrated,gigapath,0.7491155937427236,0.7963801732178014,0.04414987415075302,0.05464983135461807,0.910087146450724,0.9267197408834013,0.15385710997412058,0.1668366030259119,0.9708037550200803,0.9792221172188755,15.943313929311541,17.925253392440624,0.6104203539216211,0.6950447414645881
patch_mean_0.125,3000,0,0.3917942796675963,0.037810743,0.6022732128440005,0.059058318479974045,0.9857564759036145,11.377298913139342,4.1083183936411585,CRC-Serrated,musk,,,,,,,,,,,,,,
patch_mean_0.375,3000,0,0.6937022556243694,0.057195008,0.7694775765631207,0.1730107119245493,0.9705335843373494,19.296563545082563,4.720772683135435,CRC-Serrated,musk,,,,,,,,,,,,,,
patch_mean_0.625,3000,0,0.7063307421692996,0.07669014,0.7985360574315657,0.1947388899321963,0.9643702309236948,18.7103599184182,4.464660271687139,CRC-Serrated,musk,,,,,,,,,,,,,,
patch_mean_0.875,3000,0,0.28159074240648013,0.029616296,0.7285644116107871,0.056321138622884084,0.9727366967871486,17.06746825173278,3.370216164546819,CRC-Serrated,musk,,,,,,,,,,,,,,
patch_mean_1.0,3000,0,0.4689502378228928,0.027709305,0.7578130987491138,0.10734588449236944,0.9750320281124498,17.415911289941867,3.5954870694247485,CRC-Serrated,musk,,,,,,,,,,,,,,
cls_0.125,3000,0,0.4472123417490798,0.05667478,0.6079642483575733,0.0790031141892716,0.9897588353413654,13.528754766910614,4.3750508327939786,CRC-Serrated,musk,,,,,,,,,,,,,,
cls_0.375,3000,0,0.5886843795409997,0.07972062,0.6789103033308602,0.08722148414492557,0.96983890562249,21.995717416483995,6.034920026761376,CRC-Serrated,musk,,,,,,,,,,,,,,
cls_0.625,3000,0,0.4148777203759708,0.07925582,0.6289826385301687,0.08092177929815929,0.9757534638554217,20.490377158597582,5.703400348837549,CRC-Serrated,musk,,,,,,,,,,,,,,
cls_0.875,3000,0,0.7566052946426518,0.124535024,0.8324335675614246,0.205907770971693,0.9719111947791165,19.02944233170478,5.108934316974298,CRC-Serrated,musk,,,,,,,,,,,,,,
cls_1.0,3000,0,0.7026885599326405,0.118991435,0.8376139624213571,0.18819374298474315,0.9676995983935743,18.694675961565068,4.744778983978042,CRC-Serrated,musk,,,,,,,,,,,,,,
final_embedding,3000,100,0.7048646924474689,0.114890516,0.8376193404486209,0.18737203304653988,0.9666754518072289,17.533842158184395,4.839993399581317,CRC-Serrated,musk,0.5126343610178035,0.7140354655958304,0.10209773182868957,0.11932369172573089,0.8321216546426005,0.847349765527372,0.17991138590718708,0.19475839056987357,0.9707773770080321,0.9761130898594377,16.61414281188741,18.37417609459586,0.5572393614399924,0.6347499742264519
patch_mean_0.125,3000,0,0.41912289593436713,0.033569694,0.5890245502009145,0.05112103806994999,0.9872561746987952,10.91630731797582,3.7895945802907733,CRC-Serrated,dinov2,,,,,,,,,,,,,,
patch_mean_0.375,3000,0,0.6156632017647211,0.039884806,0.6929413756357925,0.12763346238157008,0.9772898092369477,13.464332485163895,5.127748558601192,CRC-Serrated,dinov2,,,,,,,,,,,,,,
patch_mean_0.625,3000,0,0.7390760015751635,0.06308037,0.7986981132265939,0.17164011177128186,0.960916014056225,25.051659186285868,4.989952309315308,CRC-Serrated,dinov2,,,,,,,,,,,,,,
patch_mean_0.875,3000,0,0.6260750660368648,0.08663702,0.7943674430508046,0.17667192002523655,0.9648767570281125,25.581498539049445,4.973934664493175,CRC-Serrated,dinov2,,,,,,,,,,,,,,
patch_mean_1.0,3000,0,0.6271984805428957,0.07477313,0.7629693885270938,0.17548686697923835,0.9708056224899598,22.325229610830633,4.953592247867317,CRC-Serrated,dinov2,,,,,,,,,,,,,,
cls_0.125,3000,0,0.34407022126554426,0.049303353,0.6039071559543521,0.05552537651650695,0.990320732931727,9.266365042581757,3.657031147766707,CRC-Serrated,dinov2,,,,,,,,,,,,,,
cls_0.375,3000,0,0.43486562228539877,0.031205475,0.7002146149991451,0.10234447280396992,0.9832788152610442,15.38109965290577,4.539762024357134,CRC-Serrated,dinov2,,,,,,,,,,,,,,
cls_0.625,3000,0,0.7013415823006536,0.1107685,0.7774945218110995,0.13148775574256233,0.9628333835341365,21.410842035808777,5.065718436593925,CRC-Serrated,dinov2,,,,,,,,,,,,,,
cls_0.875,3000,0,0.717535408696468,0.10351735,0.8068229069181724,0.20430131871565294,0.9656682730923695,22.568310114211734,4.725244690321464,CRC-Serrated,dinov2,,,,,,,,,,,,,,
cls_1.0,3000,0,0.6854324885054446,0.11272299,0.7899400844880767,0.19535017950068845,0.9677005020080321,22.941544223720587,4.81413829018867,CRC-Serrated,dinov2,,,,,,,,,,,,,,
register_mean_0.125,3000,0,0.27842492964831367,0.03350836,0.5364745872506426,0.01808354981565668,0.9893378514056225,8.685635365487181,3.016757860782158,CRC-Serrated,dinov2,,,,,,,,,,,,,,
register_mean_0.375,3000,0,0.4499058188902323,0.069995105,0.641608503544653,0.0704797204639485,0.9798681224899598,14.478958988638627,4.051713447073067,CRC-Serrated,dinov2,,,,,,,,,,,,,,
register_mean_0.625,3000,0,0.7259619692933555,0.09585446,0.781508836075399,0.14113390512017124,0.9584559236947792,22.68759004239663,5.068946694167113,CRC-Serrated,dinov2,,,,,,,,,,,,,,
register_mean_0.875,3000,0,0.6528254337290277,0.12493253,0.7820506436853184,0.16688624501956695,0.9602272088353414,26.048454224884654,5.126929624616685,CRC-Serrated,dinov2,,,,,,,,,,,,,,
register_mean_1.0,3000,0,0.6049386367564457,0.0995214,0.7590199798197206,0.15263136443383357,0.9663413654618473,24.46849910104537,4.956628329937241,CRC-Serrated,dinov2,,,,,,,,,,,,,,
final_embedding,3000,100,0.6906535703177544,0.11112183,0.7917328077987693,0.18719552969048042,0.9667967871485944,22.80713272213582,4.5399772760435395,CRC-Serrated,dinov2,0.4693550083649344,0.7092007678992487,0.09715856462717057,0.11435703933238983,0.7863608394112651,0.8037552080639863,0.1783116677923635,0.19833205616844976,0.9693872941767069,0.9745356149598394,21.15817329313944,23.75887128416385,0.5683801648404844,0.632611989120828
patch_mean_0.125,2714,0,0.046162273189103036,0.050331295,0.5479453505121186,0.02351925083505439,0.9862093373493976,12.805133041825185,4.337715624168593,BDC,virchow2,,,,,,,,,,,,,,
patch_mean_0.375,2714,0,0.04823031239563822,0.058372736,0.5905146500151592,0.03822655111732475,0.9813089859437751,11.382009355891299,4.568826312134157,BDC,virchow2,,,,,,,,,,,,,,
patch_mean_0.625,2714,0,0.3370697176259337,0.04545194,0.7737229139890842,0.10838945435507817,0.9817723393574297,12.686593754801182,4.238746056999981,BDC,virchow2,,,,,,,,,,,,,,
patch_mean_0.875,2714,0,0.5905485642579148,0.036863387,0.7562188674438641,0.07337399308766433,0.9845463353413655,11.961202407308058,4.50308375295401,BDC,virchow2,,,,,,,,,,,,,,
patch_mean_1.0,2714,0,0.5298297055285665,0.01113528,0.6768864506077616,0.1113785632357901,0.987783032128514,10.746347779856961,4.1026960338504646,BDC,virchow2,,,,,,,,,,,,,,
cls_0.125,2714,0,0.11170790298423032,0.04044944,0.5704275597107858,0.0280567815353905,0.9879749497991968,12.85084530717109,4.122836344551563,BDC,virchow2,,,,,,,,,,,,,,
cls_0.375,2714,0,0.11859536739324421,0.034040987,0.5994702421632964,0.024133488558823683,0.9876635542168675,9.940937620655395,4.022774772020222,BDC,virchow2,,,,,,,,,,,,,,
cls_0.625,2714,0,0.18510729544874452,0.031338155,0.7240085887655624,0.07467157327914142,0.9851276104417671,12.29575088045931,4.015185353623084,BDC,virchow2,,,,,,,,,,,,,,
cls_0.875,2714,0,0.5960283134954121,0.050811112,0.8444211484832146,0.1329151060779485,0.980651656626506,14.364942243180653,4.203190085286279,BDC,virchow2,,,,,,,,,,,,,,
cls_1.0,2714,0,0.6308050445094733,0.072167814,0.838857125622763,0.12926341733520325,0.9774167168674699,13.904606167866266,4.301738370638668,BDC,virchow2,,,,,,,,,,,,,,
register_mean_0.125,2714,0,0.04029059647969167,0.03294736,0.5471434664624704,0.020138736403821383,0.9892889558232931,17.845057617019652,3.4972124130538917,BDC,virchow2,,,,,,,,,,,,,,
register_mean_0.375,2714,0,0.049029709105852526,0.055467546,0.5760099633870391,0.023200710176578574,0.9861802208835342,13.545248921163791,4.373722591436557,BDC,virchow2,,,,,,,,,,,,,,
register_mean_0.625,2714,0,0.29806587328730433,0.042806923,0.7467299005302303,0.10145254611453121,0.9837494979919679,13.259248605935793,4.327771736489475,BDC,virchow2,,,,,,,,,,,,,,
register_mean_0.875,2714,0,0.5708293843969094,0.013061225,0.7732078608040123,0.11642776423226556,0.9854050702811245,11.34700154147738,4.379278473447254,BDC,virchow2,,,,,,,,,,,,,,
register_mean_1.0,2714,0,0.5087840755436037,0.027294874,0.6947604639968007,0.16409847052888257,0.9856941767068274,10.180571304097095,3.902580760802863,BDC,virchow2,,,,,,,,,,,,,,
