slide_id,patch_id,class_label,pseudotime,pseudotime_norm,total_cells,mean_confidence,cancer_cells,lymphocytes,fibroblasts,plasmocytes,eosinophils,neutrophils,macrophages,smooth_muscle,endothelial,red_blood_cells,epithelial_normal,mitotic_figures,apoptotic_bodies,cancer_cells_prop,lymphocytes_prop,fibroblasts_prop,plasmocytes_prop,eosinophils_prop,neutrophils_prop,macrophages_prop,smooth_muscle_prop,endothelial_prop,red_blood_cells_prop,epithelial_normal_prop,mitotic_figures_prop,apoptotic_bodies_prop
0098,0261349,Adenoma low grade,0.008362410590052605,0.008362410590052605,15,0.9357954275575173,2,0,2,0,0,0,0,0,1,0,10,0,0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.6666666666666666,0.0,0.0
0098,0263147,Adenoma low grade,0.03802996128797531,0.03802996128797531,41,0.9075859295405464,18,5,3,9,0,0,4,0,0,0,2,0,0,0.43902439024390244,0.12195121951219512,0.07317073170731707,0.21951219512195122,0.0,0.0,0.0975609756097561,0.0,0.0,0.0,0.04878048780487805,0.0,0.0
0098,0266181,Adenoma low grade,0.03556642681360245,0.03556642681360245,34,0.9007519718397801,23,2,3,0,0,0,1,0,4,0,1,0,0,0.6764705882352942,0.058823529411764705,0.08823529411764706,0.0,0.0,0.0,0.029411764705882353,0.0,0.11764705882352941,0.0,0.029411764705882353,0.0,0.0
0098,0285749,Adenoma low grade,0.031202217563986778,0.031202217563986778,46,0.9208642825993644,28,0,10,0,0,0,4,0,0,0,4,0,0,0.6086956521739131,0.0,0.21739130434782608,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.0,0.0
0098,0305113,Adenoma low grade,0.014166004955768585,0.014166004955768585,20,0.8635362883229598,12,0,0,1,0,0,1,0,1,0,5,0,0,0.6,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.25,0.0,0.0
0098,0316693,Adenoma low grade,0.03569186478853226,0.03569186478853226,53,0.9649472452676863,32,3,2,7,0,0,8,0,1,0,0,0,0,0.6037735849056604,0.05660377358490566,0.03773584905660377,0.1320754716981132,0.0,0.0,0.1509433962264151,0.0,0.018867924528301886,0.0,0.0,0.0,0.0
0098,0393880,Adenoma low grade,0.03660973533987999,0.03660973533987999,38,0.9186651550638282,16,2,5,0,0,0,6,0,1,0,8,0,0,0.42105263157894735,0.05263157894736842,0.13157894736842105,0.0,0.0,0.0,0.15789473684210525,0.0,0.02631578947368421,0.0,0.21052631578947367,0.0,0.0
0098,0457514,Adenoma low grade,0.05336751416325569,0.05336751416325569,20,0.8035113859158509,8,0,5,0,0,0,0,0,0,0,7,0,0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0
0098,0462048,Adenoma low grade,0.025190487504005432,0.025190487504005432,63,0.95801851345191,37,7,6,3,1,0,6,0,0,0,3,0,0,0.5873015873015873,0.1111111111111111,0.09523809523809523,0.047619047619047616,0.015873015873015872,0.0,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,0.0,0.0
0098,0463485,Adenoma low grade,0.007769718300551176,0.007769718300551176,9,0.9470858060433994,8,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
