progression,model,type,perm_id,order_str,tau
CRC-Conventional,conch,permuted,14,Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade,0.13088624007109934
CRC-Conventional,conch,permuted,15,Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade,-0.15658298593221925
CRC-Conventional,conch,permuted,16,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade,-0.21495982565613053
CRC-Conventional,conch,permuted,17,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade,-0.43549134559910807
CRC-Conventional,conch,permuted,18,Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade,-0.13088624007109934
CRC-Conventional,conch,permuted,19,Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade,-0.22705913721781598
CRC-Conventional,conch,permuted,20,Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.35141776001407693
CRC-Conventional,conch,permuted,21,Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.6066281218856459
CRC-Conventional,conch,permuted,22,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade,-0.48226949908938493
CRC-Conventional,conch,permuted,23,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade,-0.7028010190323626
CRC-Conventional,gigapath,canonical,0,Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade,0.7363929153435631
CRC-Conventional,gigapath,permuted,1,Adenoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade,0.4850645965227552
CRC-Conventional,gigapath,permuted,2,Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade,0.6224230041323198
CRC-Conventional,gigapath,permuted,3,Adenoma low grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade,0.35541304637346455
CRC-Conventional,gigapath,permuted,4,Adenoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade,0.21805463876390008
CRC-Conventional,gigapath,permuted,5,Adenoma low grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade,0.10408472755265666
CRC-Conventional,gigapath,permuted,6,Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade,0.4659086066939859
CRC-Conventional,gigapath,permuted,7,Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade,0.214580287873178
CRC-Conventional,gigapath,permuted,8,Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenocarcinoma high grade,0.1841166341765326
CRC-Conventional,gigapath,permuted,9,Adenoma high grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade,-0.10408472755265666
CRC-Conventional,gigapath,permuted,10,Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.07362107385601124
CRC-Conventional,gigapath,permuted,11,Adenoma high grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.35541304637346455
CRC-Conventional,gigapath,permuted,12,Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma high grade,0.34063103161486635
CRC-Conventional,gigapath,permuted,13,Adenocarcinoma low grade -> Adenoma low grade -> Adenocarcinoma high grade -> Adenoma high grade,0.07362107385601124
CRC-Conventional,gigapath,permuted,14,Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade,0.07014672296528916
CRC-Conventional,gigapath,permuted,15,Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade,-0.21805463876390008
CRC-Conventional,gigapath,permuted,16,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade,-0.214580287873178
CRC-Conventional,gigapath,permuted,17,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade,-0.4850645965227552
CRC-Conventional,gigapath,permuted,18,Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade,-0.07014672296528916
CRC-Conventional,gigapath,permuted,19,Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade,-0.1841166341765326
CRC-Conventional,gigapath,permuted,20,Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.34063103161486635
CRC-Conventional,gigapath,permuted,21,Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.6224230041323198
CRC-Conventional,gigapath,permuted,22,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade,-0.4659086066939859
CRC-Conventional,gigapath,permuted,23,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade,-0.7363929153435631
CRC-Conventional,musk,canonical,0,Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade,0.6759734509963733
CRC-Conventional,musk,permuted,1,Adenoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade,0.41117328895943833
CRC-Conventional,musk,permuted,2,Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade,0.5777348370540069
CRC-Conventional,musk,permuted,3,Adenoma low grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade,0.2995812034035038
CRC-Conventional,musk,permuted,4,Adenoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade,0.1330196553089353
CRC-Conventional,musk,permuted,5,Adenoma low grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade,0.03478104136656879
CRC-Conventional,musk,permuted,6,Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade,0.4837044779382287
CRC-Conventional,musk,permuted,7,Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade,0.21890431590129372
CRC-Conventional,musk,permuted,8,Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenocarcinoma high grade,0.25134679633925616
CRC-Conventional,musk,permuted,9,Adenoma high grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade,-0.03478104136656879
CRC-Conventional,musk,permuted,10,Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.06722352180453123
CRC-Conventional,musk,permuted,11,Adenoma high grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.2995812034035038
CRC-Conventional,musk,permuted,12,Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma high grade,0.3453771554550343
CRC-Conventional,musk,permuted,13,Adenocarcinoma low grade -> Adenoma low grade -> Adenocarcinoma high grade -> Adenoma high grade,0.06722352180453123
CRC-Conventional,musk,permuted,14,Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade,0.1531081823968896
CRC-Conventional,musk,permuted,15,Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade,-0.1330196553089353
CRC-Conventional,musk,permuted,16,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade,-0.21890431590129372
CRC-Conventional,musk,permuted,17,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade,-0.41117328895943833
CRC-Conventional,musk,permuted,18,Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade,-0.1531081823968896
CRC-Conventional,musk,permuted,19,Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade,-0.25134679633925616
CRC-Conventional,musk,permuted,20,Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.3453771554550343
CRC-Conventional,musk,permuted,21,Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.5777348370540069
CRC-Conventional,musk,permuted,22,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade,-0.4837044779382287
CRC-Conventional,musk,permuted,23,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade,-0.6759734509963733
CRC-Conventional,dinov2,canonical,0,Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade,0.5165814687709507
CRC-Conventional,dinov2,permuted,1,Adenoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade,0.28534167703809715
CRC-Conventional,dinov2,permuted,2,Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade,0.4486373237469378
CRC-Conventional,dinov2,permuted,3,Adenoma low grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade,0.19757461925382352
CRC-Conventional,dinov2,permuted,4,Adenoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade,0.03427897254498281
CRC-Conventional,dinov2,permuted,5,Adenoma low grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade,-0.03366517247903008
CRC-Conventional,dinov2,permuted,6,Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade,0.44648238315791094
CRC-Conventional,dinov2,permuted,7,Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade,0.2152425914250574
CRC-Conventional,dinov2,permuted,8,Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenocarcinoma high grade,0.3091476498688583
CRC-Conventional,dinov2,permuted,9,Adenoma high grade -> Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade,0.03366517247903008
CRC-Conventional,dinov2,permuted,10,Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.06023988596477085
CRC-Conventional,dinov2,permuted,11,Adenoma high grade -> Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.19757461925382352
CRC-Conventional,dinov2,permuted,12,Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma high grade,0.3113025904578852
CRC-Conventional,dinov2,permuted,13,Adenocarcinoma low grade -> Adenoma low grade -> Adenocarcinoma high grade -> Adenoma high grade,0.06023988596477085
CRC-Conventional,dinov2,permuted,14,Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma high grade,0.24120350484484543
CRC-Conventional,dinov2,permuted,15,Adenocarcinoma low grade -> Adenoma high grade -> Adenocarcinoma high grade -> Adenoma low grade,-0.03427897254498281
CRC-Conventional,dinov2,permuted,16,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade,-0.2152425914250574
CRC-Conventional,dinov2,permuted,17,Adenocarcinoma low grade -> Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade,-0.28534167703809715
CRC-Conventional,dinov2,permuted,18,Adenocarcinoma high grade -> Adenoma low grade -> Adenoma high grade -> Adenocarcinoma low grade,-0.24120350484484543
CRC-Conventional,dinov2,permuted,19,Adenocarcinoma high grade -> Adenoma low grade -> Adenocarcinoma low grade -> Adenoma high grade,-0.3091476498688583
CRC-Conventional,dinov2,permuted,20,Adenocarcinoma high grade -> Adenoma high grade -> Adenoma low grade -> Adenocarcinoma low grade,-0.3113025904578852
CRC-Conventional,dinov2,permuted,21,Adenocarcinoma high grade -> Adenoma high grade -> Adenocarcinoma low grade -> Adenoma low grade,-0.4486373237469378
CRC-Conventional,dinov2,permuted,22,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma low grade -> Adenoma high grade,-0.44648238315791094
CRC-Conventional,dinov2,permuted,23,Adenocarcinoma high grade -> Adenocarcinoma low grade -> Adenoma high grade -> Adenoma low grade,-0.5165814687709507
CRC-Serrated,virchow2,canonical,0,Hyperplastic polyp -> Sessile serrated lesion -> Adenocarcinoma high grade,0.7929737596247732
CRC-Serrated,virchow2,permuted,1,Hyperplastic polyp -> Adenocarcinoma high grade -> Sessile serrated lesion,0.24855413883106184
CRC-Serrated,virchow2,permuted,2,Sessile serrated lesion -> Hyperplastic polyp -> Adenocarcinoma high grade,0.2958676596498434
CRC-Serrated,virchow2,permuted,3,Sessile serrated lesion -> Adenocarcinoma high grade -> Hyperplastic polyp,-0.24855413883106184
CRC-Serrated,virchow2,permuted,4,Adenocarcinoma high grade -> Hyperplastic polyp -> Sessile serrated lesion,-0.2958676596498434
CRC-Serrated,virchow2,permuted,5,Adenocarcinoma high grade -> Sessile serrated lesion -> Hyperplastic polyp,-0.7929737596247732
CRC-Serrated,uni2,canonical,0,Hyperplastic polyp -> Sessile serrated lesion -> Adenocarcinoma high grade,0.7880604404849562
CRC-Serrated,uni2,permuted,1,Hyperplastic polyp -> Adenocarcinoma high grade -> Sessile serrated lesion,0.2436385814925594
CRC-Serrated,uni2,permuted,2,Sessile serrated lesion -> Hyperplastic polyp -> Adenocarcinoma high grade,0.30078327749983735
CRC-Serrated,uni2,permuted,3,Sessile serrated lesion -> Adenocarcinoma high grade -> Hyperplastic polyp,-0.2436385814925594
CRC-Serrated,uni2,permuted,4,Adenocarcinoma high grade -> Hyperplastic polyp -> Sessile serrated lesion,-0.30078327749983735
CRC-Serrated,uni2,permuted,5,Adenocarcinoma high grade -> Sessile serrated lesion -> Hyperplastic polyp,-0.7880604404849562
CRC-Serrated,conch,canonical,0,Hyperplastic polyp -> Sessile serrated lesion -> Adenocarcinoma high grade,0.6415586246094653
CRC-Serrated,conch,permuted,1,Hyperplastic polyp -> Adenocarcinoma high grade -> Sessile serrated lesion,0.09764422724474428
CRC-Serrated,conch,permuted,2,Sessile serrated lesion -> Hyperplastic polyp -> Adenocarcinoma high grade,0.44644329625189366
CRC-Serrated,conch,permuted,3,Sessile serrated lesion -> Adenocarcinoma high grade -> Hyperplastic polyp,-0.09764422724474428
CRC-Serrated,conch,permuted,4,Adenocarcinoma high grade -> Hyperplastic polyp -> Sessile serrated lesion,-0.44644329625189366
CRC-Serrated,conch,permuted,5,Adenocarcinoma high grade -> Sessile serrated lesion -> Hyperplastic polyp,-0.6415586246094653
CRC-Serrated,gigapath,canonical,0,Hyperplastic polyp -> Sessile serrated lesion -> Adenocarcinoma high grade,0.7924941240203114
CRC-Serrated,gigapath,permuted,1,Hyperplastic polyp -> Adenocarcinoma high grade -> Sessile serrated lesion,0.24807232553940622
CRC-Serrated,gigapath,permuted,2,Sessile serrated lesion -> Hyperplastic polyp -> Adenocarcinoma high grade,0.296349472941499
CRC-Serrated,gigapath,permuted,3,Sessile serrated lesion -> Adenocarcinoma high grade -> Hyperplastic polyp,-0.24807232553940622
CRC-Serrated,gigapath,permuted,4,Adenocarcinoma high grade -> Hyperplastic polyp -> Sessile serrated lesion,-0.296349472941499
CRC-Serrated,gigapath,permuted,5,Adenocarcinoma high grade -> Sessile serrated lesion -> Hyperplastic polyp,-0.7924941240203114
CRC-Serrated,musk,canonical,0,Hyperplastic polyp -> Sessile serrated lesion -> Adenocarcinoma high grade,0.7048646924474689
CRC-Serrated,musk,permuted,1,Hyperplastic polyp -> Adenocarcinoma high grade -> Sessile serrated lesion,0.16054403542058807
CRC-Serrated,musk,permuted,2,Sessile serrated lesion -> Hyperplastic polyp -> Adenocarcinoma high grade,0.38381255345297993
CRC-Serrated,musk,permuted,3,Sessile serrated lesion -> Adenocarcinoma high grade -> Hyperplastic polyp,-0.16054403542058807
CRC-Serrated,musk,permuted,4,Adenocarcinoma high grade -> Hyperplastic polyp -> Sessile serrated lesion,-0.38381255345297993
CRC-Serrated,musk,permuted,5,Adenocarcinoma high grade -> Sessile serrated lesion -> Hyperplastic polyp,-0.7048646924474689
CRC-Serrated,dinov2,canonical,0,Hyperplastic polyp -> Sessile serrated lesion -> Adenocarcinoma high grade,0.6906535703177544
CRC-Serrated,dinov2,permuted,1,Hyperplastic polyp -> Adenocarcinoma high grade -> Sessile serrated lesion,0.15288781297339882
CRC-Serrated,dinov2,permuted,2,Sessile serrated lesion -> Hyperplastic polyp -> Adenocarcinoma high grade,0.3892681622418716
CRC-Serrated,dinov2,permuted,3,Sessile serrated lesion -> Adenocarcinoma high grade -> Hyperplastic polyp,-0.15288781297339882
CRC-Serrated,dinov2,permuted,4,Adenocarcinoma high grade -> Hyperplastic polyp -> Sessile serrated lesion,-0.3892681622418716
CRC-Serrated,dinov2,permuted,5,Adenocarcinoma high grade -> Sessile serrated lesion -> Hyperplastic polyp,-0.6906535703177544
BDC,virchow2,canonical,0,Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma,0.6188315863260099
BDC,virchow2,permuted,1,Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade),0.1666296787135288
BDC,virchow2,permuted,2,Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma,0.4786914863938078
BDC,virchow2,permuted,3,Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade),-0.1666296787135288
BDC,virchow2,permuted,4,Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade),-0.4786914863938078
BDC,virchow2,permuted,5,Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade),-0.6188315863260099
BDC,uni2,canonical,0,Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma,0.6986167339622846
BDC,uni2,permuted,1,Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade),0.2550254947523702
BDC,uni2,permuted,2,Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma,0.39461304557794386
BDC,uni2,permuted,3,Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade),-0.2550254947523702
BDC,uni2,permuted,4,Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade),-0.39461304557794386
BDC,uni2,permuted,5,Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade),-0.6986167339622846
BDC,conch,canonical,0,Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma,0.5983551599895768
BDC,conch,permuted,1,Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade),0.3029313685079179
BDC,conch,permuted,2,Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma,0.29698176589974296
BDC,conch,permuted,3,Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade),-0.3029313685079179
BDC,conch,permuted,4,Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade),-0.29698176589974296
BDC,conch,permuted,5,Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade),-0.5983551599895768
BDC,gigapath,canonical,0,Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma,0.5445103867562489
BDC,gigapath,permuted,1,Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade),0.20222427673252918
BDC,gigapath,permuted,2,Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma,0.34941773959486355
BDC,gigapath,permuted,3,Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade),-0.20222427673252918
BDC,gigapath,permuted,4,Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade),-0.34941773959486355
BDC,gigapath,permuted,5,Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade),-0.5445103867562489
BDC,musk,canonical,0,Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma,0.34369892323582507
BDC,musk,permuted,1,Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade),0.17087681464329074
BDC,musk,permuted,2,Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma,0.20788556376569586
BDC,musk,permuted,3,Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade),-0.17087681464329074
BDC,musk,permuted,4,Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade),-0.20788556376569586
BDC,musk,permuted,5,Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade),-0.34369892323582507
BDC,dinov2,canonical,0,Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma,0.2172902706544222
BDC,dinov2,permuted,1,Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade),-0.028355937143909188
BDC,dinov2,permuted,2,Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade) -> Invasive non-special type carcinoma,0.27790611175372126
BDC,dinov2,permuted,3,Ductal carcinoma in situ (high-grade) -> Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade),0.028355937143909188
BDC,dinov2,permuted,4,Invasive non-special type carcinoma -> Ductal carcinoma in situ (low-grade) -> Ductal carcinoma in situ (high-grade),-0.27790611175372126
BDC,dinov2,permuted,5,Invasive non-special type carcinoma -> Ductal carcinoma in situ (high-grade) -> Ductal carcinoma in situ (low-grade),-0.2172902706544222
