embedding_type,n_samples,bootstrap_iters,tau,spectral_gap,neighborhood_purity,silhouette,trustworthiness,id_raw,id_diff,progression,model,tau_ci_lower,tau_ci_upper,spectral_gap_ci_lower,spectral_gap_ci_upper,neighborhood_purity_ci_lower,neighborhood_purity_ci_upper,silhouette_ci_lower,silhouette_ci_upper,trustworthiness_ci_lower,trustworthiness_ci_upper,id_raw_ci_lower,id_raw_ci_upper,id_diff_ci_lower,id_diff_ci_upper
patch_mean_1.0,4000,0,0.6286401116677035,0.038027525,0.67842113016649,0.09484915959247578,0.9783437751004016,13.851997577037999,4.152137256406945,SCC,uni2,,,,,,,,,,,,,,
cls_0.125,4000,0,0.0014159842952310097,0.026617885,0.3408756655001232,-0.07600103294928111,0.9922919176706827,9.849712926349614,3.7569656937725457,SCC,uni2,,,,,,,,,,,,,,
cls_0.375,4000,0,0.31228121620249366,0.014154911,0.5188962560764968,0.018442842432418956,0.9840498995983936,13.16912995277638,4.7147271155644805,SCC,uni2,,,,,,,,,,,,,,
cls_0.625,4000,0,0.5809034427566556,0.029537797,0.6257750264452437,0.03438630824016543,0.9750859939759036,13.640499573578921,5.198758845651488,SCC,uni2,,,,,,,,,,,,,,
cls_0.875,4000,0,0.7186435266066666,0.0863837,0.6962002878932136,0.07943468537279724,0.9686752008032129,13.57587828994339,4.554816571788892,SCC,uni2,,,,,,,,,,,,,,
cls_1.0,4000,0,0.697761332359115,0.07725835,0.6960185501114188,0.058093613634894584,0.9630658634538153,17.728430201984363,4.6062253221740495,SCC,uni2,,,,,,,,,,,,,,
register_mean_0.125,4000,0,-0.0007308725136868796,0.024341643,0.34014216465576136,-0.06662991420073464,0.992641265060241,9.8019910789241,3.7639949925196823,SCC,uni2,,,,,,,,,,,,,,
register_mean_0.375,4000,0,0.2398873003600463,0.014253855,0.48391742484574585,0.005074774704340893,0.9800505020080321,16.91143681778361,5.083415521788506,SCC,uni2,,,,,,,,,,,,,,
register_mean_0.625,4000,0,0.6041098001378312,0.0809685,0.6345199606120959,0.048687123811791966,0.9685299698795181,15.760557728899867,5.362910445251689,SCC,uni2,,,,,,,,,,,,,,
register_mean_0.875,4000,0,0.7036155298837262,0.06932348,0.69512257919817,0.09891191634608133,0.9708719879518072,16.099602035157947,4.20160957957666,SCC,uni2,,,,,,,,,,,,,,
register_mean_1.0,4000,0,0.6976708650051754,0.05825293,0.6963509832040032,0.10800954972713862,0.9742793674698795,16.535289644613666,4.11963606724312,SCC,uni2,,,,,,,,,,,,,,
final_embedding,4000,100,0.7073486544734213,0.086007774,0.6978635138255282,0.07748952448680947,0.9743667168674699,16.80277016056244,4.492539438989108,SCC,uni2,0.4873795493143161,0.7245305263785682,0.0745406374335289,0.08868037164211273,0.6925953698985822,0.7143540849507922,0.07023936054306275,0.08243961188009381,0.9748641064257029,0.9791802083333333,15.401052817192438,17.36112190248728,0.6297907987942583,0.7162765749163594
patch_mean_0.125,4000,0,0.1224027407007599,0.015549958,0.43052551057506416,0.0021455488915626286,0.9894020080321285,12.30556167150981,4.987418502749772,SCC,conch,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.31739786185600094,0.033441603,0.518596813486741,0.03960878117323054,0.9824083333333333,11.968828351365072,5.533385105949352,SCC,conch,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.6089996644021193,0.052363157,0.6583428796568096,0.06930672679214375,0.9714657128514056,16.809634048845734,4.891524881950773,SCC,conch,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.6304029824121566,0.064749956,0.6799638495747992,0.08478132007223367,0.9750723393574298,19.50433399004285,4.522183887726323,SCC,conch,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.6510397721178176,0.06896484,0.687606212621763,0.09014804083022557,0.9744606927710844,19.072660705925337,4.422071944869814,SCC,conch,,,,,,,,,,,,,,
cls_0.125,4000,0,0.14074427730831027,0.03887391,0.43820274134921855,0.001517685157826284,0.9828993975903615,11.353546434046375,4.271270487851599,SCC,conch,,,,,,,,,,,,,,
cls_0.375,4000,0,0.19311708642947037,0.0362882,0.5028942424447569,0.02714608633933618,0.9860264558232932,12.378649620632425,5.228780631554616,SCC,conch,,,,,,,,,,,,,,
cls_0.625,4000,0,0.6138423329159182,0.017029464,0.6437620558513976,0.05867390489653714,0.9748136546184739,15.098474706217894,5.198122791851855,SCC,conch,,,,,,,,,,,,,,
cls_0.875,4000,0,0.6628087350406505,0.04132235,0.6617641682429746,0.05773736539691983,0.9692612449799197,17.742903011461433,5.096766287740067,SCC,conch,,,,,,,,,,,,,,
cls_1.0,4000,0,0.6647504626322349,0.069966555,0.6838092813198057,0.0854854402658023,0.9686512550200803,17.633559319778005,4.978700072772985,SCC,conch,,,,,,,,,,,,,,
final_embedding,4000,100,0.6371714238662911,0.076058626,0.6741322410324048,0.10414122916643041,0.9723789658634538,16.615525601591738,4.593879875795848,SCC,conch,0.566458961415753,0.6563640303790057,0.06637919843196868,0.07742684930562974,0.6668846849033049,0.6919136836141161,0.0930324811720523,0.11453331696766186,0.9760559952309237,0.9800540135542168,15.25159738241588,17.18211570229198,0.6048305818015736,0.6927590037259245
patch_mean_0.125,4000,0,0.06228222917575373,0.040328145,0.4261849223070755,-0.08412837054222358,0.9860503012048193,12.661688813630333,4.343652256538919,SCC,gigapath,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.11703717927365254,0.0547598,0.5076677995585295,-0.03660038642486229,0.9822525602409639,11.54361318312996,5.316759651634388,SCC,gigapath,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.5734307301004682,0.018622816,0.6201865968162605,0.028459881069543627,0.9548787650602409,15.296002921410208,5.038185625996172,SCC,gigapath,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.5752128720610273,0.072689354,0.6352091896224747,0.04557563337651837,0.968892921686747,17.487991364354144,4.4633506578532955,SCC,gigapath,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.5684763366495756,0.070721924,0.6370333763413248,0.051579073635868895,0.9710879016064257,16.849446568324296,4.5806270200525026,SCC,gigapath,,,,,,,,,,,,,,
cls_0.125,4000,0,0.0685809019197914,0.02808696,0.41534403096076145,-0.023552655167729513,0.9891181726907631,14.92030964634028,3.951428265421785,SCC,gigapath,,,,,,,,,,,,,,
cls_0.375,4000,0,0.28576839222976136,0.006182313,0.5293717927183614,0.025077824833274576,0.9836931726907631,11.796252553994345,4.620707817717775,SCC,gigapath,,,,,,,,,,,,,,
cls_0.625,4000,0,0.4803628499161157,0.004887998,0.6274958503375938,0.0434604287840978,0.977295983935743,13.368031519535714,4.951031952834638,SCC,gigapath,,,,,,,,,,,,,,
cls_0.875,4000,0,0.6389944510681403,0.0561862,0.6658101228179367,0.06555311896854649,0.9704529618473896,16.16334250115284,4.659532450816407,SCC,gigapath,,,,,,,,,,,,,,
cls_1.0,4000,0,0.5917924753471886,0.04612899,0.6591890347655104,0.07497074627980584,0.9722170682730924,16.317830665662072,4.411593246449721,SCC,gigapath,,,,,,,,,,,,,,
